first_id,first_name,second_id,second_name,third_id,third_name
9,章节练习,39,基础医学综合-药理学,242,镇静催眠药
9,章节练习,39,基础医学综合-药理学,253,抗癫痫药和抗惊厥药
9,章节练习,39,基础医学综合-药理学,269,抗帕金森病药
9,章节练习,39,基础医学综合-药理学,284,抗精神失常药
9,章节练习,39,基础医学综合-药理学,298,镇痛药
9,章节练习,39,基础医学综合-药理学,308,解热镇痛抗炎药
9,章节练习,39,基础医学综合-药理学,320,钙拮抗药
9,章节练习,39,基础医学综合-药理学,331,抗心律失常药
9,章节练习,39,基础医学综合-药理学,340,治疗充血性心力衰竭药物
9,章节练习,39,基础医学综合-药理学,349,抗心绞痛药
9,章节练习,39,基础医学综合-药理学,361,抗动脉粥样硬化药
9,章节练习,39,基础医学综合-药理学,363,抗高血压药
9,章节练习,39,基础医学综合-药理学,369,利尿药
9,章节练习,39,基础医学综合-药理学,373,作用于血液及造血器官的药物
9,章节练习,39,基础医学综合-药理学,377,组胺受体阻断药
9,章节练习,39,基础医学综合-药理学,380,作用于呼吸系统的药物
9,章节练习,39,基础医学综合-药理学,383,作用于消化系统的药物
9,章节练习,39,基础医学综合-药理学,384,肾上皮质激素类药物
9,章节练习,39,基础医学综合-药理学,387,甲状腺激素及抗甲状腺药物
9,章节练习,39,基础医学综合-药理学,389,胰岛素及口服降血糖药
9,章节练习,39,基础医学综合-药理学,390,β-内酰胺类抗生素
9,章节练习,39,基础医学综合-药理学,392,大环内酯类及林可霉素类抗生素
9,章节练习,39,基础医学综合-药理学,394,氨基糖苷类抗生素
9,章节练习,39,基础医学综合-药理学,396,四环素类及氯霉素
9,章节练习,39,基础医学综合-药理学,398,人工合成的抗菌药
9,章节练习,39,基础医学综合-药理学,401,抗真菌药和抗病毒药
9,章节练习,39,基础医学综合-药理学,402,抗结核病药
9,章节练习,39,基础医学综合-药理学,404,抗疟药
9,章节练习,39,基础医学综合-药理学,405,抗恶性肿瘤药
9,章节练习,42,预防医学综合-预防医学,6,绪论
9,章节练习,42,预防医学综合-预防医学,40,医学统计学方法
9,章节练习,42,预防医学综合-预防医学,68,流行病学原理和方法
9,章节练习,42,预防医学综合-预防医学,105,临床预防服务
9,章节练习,42,预防医学综合-预防医学,132,社区公共卫生
9,章节练习,42,预防医学综合-预防医学,159,卫生服务体系与卫生管理
9,章节练习,47,临床医学综合-呼吸系统,9,慢性阻塞性肺疾病（COPD）
9,章节练习,47,临床医学综合-呼吸系统,43,肺动脉高压与慢性肺源性心脏病
9,章节练习,47,临床医学综合-呼吸系统,71,支气管哮喘
9,章节练习,47,临床医学综合-呼吸系统,118,支气管扩张
9,章节练习,47,临床医学综合-呼吸系统,134,肺炎
9,章节练习,47,临床医学综合-呼吸系统,162,肺脓肿
9,章节练习,47,临床医学综合-呼吸系统,188,肺结核
9,章节练习,47,临床医学综合-呼吸系统,212,肺癌
9,章节练习,47,临床医学综合-呼吸系统,244,肺血栓栓塞症
9,章节练习,47,临床医学综合-呼吸系统,254,呼吸衰竭
9,章节练习,47,临床医学综合-呼吸系统,272,急性呼吸窘迫综合征与多器官功能障碍综合征
9,章节练习,47,临床医学综合-呼吸系统,286,胸腔积液
9,章节练习,47,临床医学综合-呼吸系统,306,气胸
9,章节练习,47,临床医学综合-呼吸系统,311,肋骨骨折
9,章节练习,47,临床医学综合-呼吸系统,323,纵隔肿瘤
9,章节练习,47,临床医学综合-呼吸系统,339,综合复习题
9,章节练习,48,临床医学综合-心血管系统,10,心力衰竭
9,章节练习,48,临床医学综合-心血管系统,44,心律失常
9,章节练习,48,临床医学综合-心血管系统,72,心脏骤停
9,章节练习,48,临床医学综合-心血管系统,710,原发性高血压
9,章节练习,48,临床医学综合-心血管系统,135,冠状动脉性心脏病（A1型题）
9,章节练习,48,临床医学综合-心血管系统,711,继发性高血压
9,章节练习,48,临床医学综合-心血管系统,163,心脏瓣膜病
9,章节练习,48,临床医学综合-心血管系统,189,感染性心内膜炎
9,章节练习,48,临床医学综合-心血管系统,213,心肌疾病
9,章节练习,48,临床医学综合-心血管系统,245,急性心包炎
9,章节练习,48,临床医学综合-心血管系统,263,休克
9,章节练习,48,临床医学综合-心血管系统,273,周围血管疾病
9,章节练习,48,临床医学综合-心血管系统,294,综合复习题
9,章节练习,49,临床医学综合-消化系统,11,食管、胃、十二指肠疾病（A1型题）
9,章节练习,49,临床医学综合-消化系统,713,食管、胃、十二指肠疾病（A1/A2型题）
9,章节练习,49,临床医学综合-消化系统,714,食管、胃、十二指肠疾病（A2型题）
9,章节练习,49,临床医学综合-消化系统,716,食管、胃、十二指肠疾病（A3型题）
9,章节练习,49,临床医学综合-消化系统,748,食管、胃、十二指肠疾病（A3/A4型题）
9,章节练习,49,临床医学综合-消化系统,749,食管、胃、十二指肠疾病（B1型题）
9,章节练习,49,临床医学综合-消化系统,45,肝脏疾病（A1型题）
9,章节练习,49,临床医学综合-消化系统,717,肝脏疾病（A1/A2型题）
9,章节练习,49,临床医学综合-消化系统,718,肝脏疾病（A2型题）
9,章节练习,49,临床医学综合-消化系统,719,肝脏疾病（A3型题）
9,章节练习,49,临床医学综合-消化系统,750,肝脏疾病（A3/A4型题）
9,章节练习,49,临床医学综合-消化系统,763,肝脏疾病（B1型题）
9,章节练习,49,临床医学综合-消化系统,73,胆道疾病
9,章节练习,49,临床医学综合-消化系统,109,胰腺疾病
9,章节练习,49,临床医学综合-消化系统,136,肠道疾病（A1型题）
9,章节练习,49,临床医学综合-消化系统,735,肠道疾病（A1/A2型题）
9,章节练习,49,临床医学综合-消化系统,736,肠道疾病（A2型题）
9,章节练习,49,临床医学综合-消化系统,737,肠道疾病（A3型题）
9,章节练习,49,临床医学综合-消化系统,756,肠道疾病（A3/A4型题）
9,章节练习,49,临床医学综合-消化系统,769,肠道疾病（B1型题）
9,章节练习,49,临床医学综合-消化系统,164,阑尾炎
9,章节练习,49,临床医学综合-消化系统,190,直肠肛管疾病
9,章节练习,49,临床医学综合-消化系统,214,消化道大出血
9,章节练习,49,临床医学综合-消化系统,235,腹膜炎
9,章节练习,49,临床医学综合-消化系统,255,腹外疝
9,章节练习,49,临床医学综合-消化系统,274,腹部损伤
9,章节练习,49,临床医学综合-消化系统,295,综合复习题
9,章节练习,60,临床医学综合-泌尿系统（含男性生殖系统）,12,尿液检查
9,章节练习,60,临床医学综合-泌尿系统（含男性生殖系统）,46,肾小球病（A1型题）
9,章节练习,60,临床医学综合-泌尿系统（含男性生殖系统）,74,尿路感染
9,章节练习,60,临床医学综合-泌尿系统（含男性生殖系统）,119,男性生殖系统感染
9,章节练习,60,临床医学综合-泌尿系统（含男性生殖系统）,137,肾结核
9,章节练习,60,临床医学综合-泌尿系统（含男性生殖系统）,165,尿路结石
9,章节练习,60,临床医学综合-泌尿系统（含男性生殖系统）,191,泌尿、男性生殖系统肿瘤
9,章节练习,60,临床医学综合-泌尿系统（含男性生殖系统）,215,泌尿系统梗阻
9,章节练习,60,临床医学综合-泌尿系统（含男性生殖系统）,236,泌尿系统损伤
9,章节练习,60,临床医学综合-泌尿系统（含男性生殖系统）,256,泌尿、男性生殖系统先天性畸形及其他疾病
9,章节练习,60,临床医学综合-泌尿系统（含男性生殖系统）,275,肾功能不全
9,章节练习,60,临床医学综合-泌尿系统（含男性生殖系统）,296,综合复习题
9,章节练习,50,临床医学综合-女性生殖系统,13,女性生殖系统解剖
9,章节练习,50,临床医学综合-女性生殖系统,47,女性生殖系统生理
9,章节练习,50,临床医学综合-女性生殖系统,138,产前检查及孕期保健
9,章节练习,50,临床医学综合-女性生殖系统,75,妊娠生理
9,章节练习,50,临床医学综合-女性生殖系统,110,妊娠诊断
9,章节练习,50,临床医学综合-女性生殖系统,166,正常分娩
9,章节练习,50,临床医学综合-女性生殖系统,192,正常产褥
9,章节练习,50,临床医学综合-女性生殖系统,216,病理妊娠（A1型题）
9,章节练习,50,临床医学综合-女性生殖系统,738,病理妊娠（A1/A2型题）
9,章节练习,50,临床医学综合-女性生殖系统,739,病理妊娠（A2型题）
9,章节练习,50,临床医学综合-女性生殖系统,740,病理妊娠（A3型题）
9,章节练习,50,临床医学综合-女性生殖系统,757,病理妊娠（A3/A4型题）
9,章节练习,50,临床医学综合-女性生殖系统,770,病理妊娠（B1型题）
9,章节练习,50,临床医学综合-女性生殖系统,237,妊娠合并内、外科疾病
9,章节练习,50,临床医学综合-女性生殖系统,466,遗传咨询、产前筛查、产前诊断
9,章节练习,50,临床医学综合-女性生殖系统,276,异常分娩
9,章节练习,50,临床医学综合-女性生殖系统,287,分娩期并发症
9,章节练习,50,临床医学综合-女性生殖系统,301,产褥期并发症
9,章节练习,50,临床医学综合-女性生殖系统,312,女性生殖系统炎症
9,章节练习,50,临床医学综合-女性生殖系统,324,女性生殖器肿瘤（A1型题）
9,章节练习,50,临床医学综合-女性生殖系统,745,女性生殖器肿瘤（A1/A2型题）
9,章节练习,50,临床医学综合-女性生殖系统,746,女性生殖器肿瘤（A3型题）
9,章节练习,50,临床医学综合-女性生殖系统,760,女性生殖器肿瘤（A3/A4型题）
9,章节练习,50,临床医学综合-女性生殖系统,772,女性生殖器肿瘤（B1型题）
9,章节练习,50,临床医学综合-女性生殖系统,334,妊娠滋养细胞疾病
9,章节练习,50,临床医学综合-女性生殖系统,343,生殖内分泌疾病
9,章节练习,50,临床医学综合-女性生殖系统,354,子宫内膜异位症和子宫腺肌病
9,章节练习,50,临床医学综合-女性生殖系统,359,盆底功能障碍性及生殖器官损伤疾病
9,章节练习,50,临床医学综合-女性生殖系统,365,不孕症与辅助生殖技术
9,章节练习,50,临床医学综合-女性生殖系统,371,计划生育
9,章节练习,50,临床医学综合-女性生殖系统,375,妇女保健
9,章节练习,50,临床医学综合-女性生殖系统,379,综合复习题
9,章节练习,51,临床医学综合-血液系统,14,贫血
9,章节练习,51,临床医学综合-血液系统,48,白血病
9,章节练习,51,临床医学综合-血液系统,82,骨髓增生异常综合征
9,章节练习,51,临床医学综合-血液系统,111,淋巴瘤
9,章节练习,51,临床医学综合-血液系统,465,多发性骨髓瘤
9,章节练习,51,临床医学综合-血液系统,174,白细胞减少和粒细胞缺乏症
9,章节练习,51,临床医学综合-血液系统,193,出血性疾病
9,章节练习,51,临床医学综合-血液系统,221,输血
9,章节练习,52,临床医学综合-代谢、内分泌系统,15,内分泌及代谢疾病概述
9,章节练习,52,临床医学综合-代谢、内分泌系统,49,下丘脑-垂体病
9,章节练习,52,临床医学综合-代谢、内分泌系统,76,甲状腺疾病（A1型题）
9,章节练习,52,临床医学综合-代谢、内分泌系统,120,甲状旁腺疾病
9,章节练习,52,临床医学综合-代谢、内分泌系统,139,肾上腺疾病
9,章节练习,52,临床医学综合-代谢、内分泌系统,167,糖尿病与低血糖症
9,章节练习,52,临床医学综合-代谢、内分泌系统,220,水、电解质代谢和酸碱平衡失调
9,章节练习,52,临床医学综合-代谢、内分泌系统,249,综合复习题
9,章节练习,53,临床医学综合-精神、神经系统,16,神经病学概论
9,章节练习,53,临床医学综合-精神、神经系统,50,周围神经病
9,章节练习,53,临床医学综合-精神、神经系统,77,脊髓病变
9,章节练习,53,临床医学综合-精神、神经系统,112,颅脑损伤
9,章节练习,53,临床医学综合-精神、神经系统,140,脑血管疾病
9,章节练习,53,临床医学综合-精神、神经系统,168,颅内肿瘤
9,章节练习,53,临床医学综合-精神、神经系统,194,颅内压增高
9,章节练习,53,临床医学综合-精神、神经系统,217,脑疝
9,章节练习,53,临床医学综合-精神、神经系统,238,帕金森病
9,章节练习,53,临床医学综合-精神、神经系统,257,偏头痛
9,章节练习,53,临床医学综合-精神、神经系统,277,癫痫
9,章节练习,53,临床医学综合-精神、神经系统,288,神经-肌接头与肌肉疾病
9,章节练习,53,临床医学综合-精神、神经系统,302,精神障碍
9,章节练习,53,临床医学综合-精神、神经系统,313,脑器质性疾病所致精神障碍
9,章节练习,53,临床医学综合-精神、神经系统,325,躯体疾病所致精神障碍
9,章节练习,53,临床医学综合-精神、神经系统,335,精神活性物质精神障碍
9,章节练习,53,临床医学综合-精神、神经系统,344,精神分裂症
9,章节练习,53,临床医学综合-精神、神经系统,352,心理障碍（情感性精神障碍）
9,章节练习,53,临床医学综合-精神、神经系统,360,神经症性及分离（转换）性障碍
9,章节练习,53,临床医学综合-精神、神经系统,366,应激相关障碍
9,章节练习,53,临床医学综合-精神、神经系统,372,心理生理障碍
9,章节练习,53,临床医学综合-精神、神经系统,376,综合复习题
9,章节练习,54,临床医学综合-运动系统,17,骨折概论
9,章节练习,54,临床医学综合-运动系统,51,上肢骨折
9,章节练习,54,临床医学综合-运动系统,78,下肢骨折
9,章节练习,54,临床医学综合-运动系统,113,脊柱、脊髓损伤和骨盆骨折
9,章节练习,54,临床医学综合-运动系统,141,关节脱位与损伤
9,章节练习,54,临床医学综合-运动系统,169,手外伤及断肢（指）再植
9,章节练习,54,临床医学综合-运动系统,195,周围神经损伤
9,章节练习,54,临床医学综合-运动系统,218,运动系统慢性疾病
9,章节练习,54,临床医学综合-运动系统,239,非化脓性关节炎
9,章节练习,54,临床医学综合-运动系统,258,骨与关节感染
9,章节练习,54,临床医学综合-运动系统,278,骨肿瘤
9,章节练习,62,临床医学综合-风湿免疫性疾病,20,风湿性疾病总论
9,章节练习,62,临床医学综合-风湿免疫性疾病,53,系统性红斑狼疮
9,章节练习,62,临床医学综合-风湿免疫性疾病,83,类风湿关节炎
9,章节练习,62,临床医学综合-风湿免疫性疾病,464,脊柱关节炎
9,章节练习,62,临床医学综合-风湿免疫性疾病,939,痛风
9,章节练习,55,临床医学综合-儿科疾病,18,绪论
9,章节练习,55,临床医学综合-儿科疾病,52,生长发育
9,章节练习,55,临床医学综合-儿科疾病,79,儿童保健
9,章节练习,55,临床医学综合-儿科疾病,114,营养和营养障碍疾病（A1型题）
9,章节练习,55,临床医学综合-儿科疾病,142,新生儿与新生儿疾病
9,章节练习,55,临床医学综合-儿科疾病,175,遗传性疾病
9,章节练习,55,临床医学综合-儿科疾病,196,风湿免疫性疾病
9,章节练习,55,临床医学综合-儿科疾病,219,感染性疾病
9,章节练习,55,临床医学综合-儿科疾病,240,结核病
9,章节练习,55,临床医学综合-儿科疾病,259,消化系统疾病
9,章节练习,55,临床医学综合-儿科疾病,279,呼吸系统疾病
9,章节练习,55,临床医学综合-儿科疾病,289,心血管系统疾病
9,章节练习,55,临床医学综合-儿科疾病,303,泌尿系统疾病
9,章节练习,55,临床医学综合-儿科疾病,314,血液系统疾病
9,章节练习,55,临床医学综合-儿科疾病,326,神经系统疾病
9,章节练习,55,临床医学综合-儿科疾病,337,内分泌系统疾病
9,章节练习,55,临床医学综合-儿科疾病,348,综合复习题
9,章节练习,56,临床医学综合-传染病与性传播疾病,19,传染病总论
9,章节练习,56,临床医学综合-传染病与性传播疾病,57,常见传染病（A1型题）
9,章节练习,56,临床医学综合-传染病与性传播疾病,723,常见传染病（A1/A2型题）
9,章节练习,56,临床医学综合-传染病与性传播疾病,724,常见传染病（A2型题）
9,章节练习,56,临床医学综合-传染病与性传播疾病,725,常见传染病（A3型题）
9,章节练习,56,临床医学综合-传染病与性传播疾病,752,常见传染病（A3/A4型题）
9,章节练习,56,临床医学综合-传染病与性传播疾病,765,常见传染病（B1型题）
9,章节练习,56,临床医学综合-传染病与性传播疾病,84,性传播疾病
9,章节练习,56,临床医学综合-传染病与性传播疾病,126,综合复习题(A1/A2型题)
9,章节练习,57,临床医学综合-其他,21,围手术期处理
9,章节练习,57,临床医学综合-其他,54,营养
9,章节练习,57,临床医学综合-其他,85,感染
9,章节练习,57,临床医学综合-其他,115,创伤和火器伤
9,章节练习,57,临床医学综合-其他,143,烧伤
9,章节练习,57,临床医学综合-其他,170,乳房疾病
9,章节练习,57,临床医学综合-其他,197,中毒
9,章节练习,57,临床医学综合-其他,471,中暑
9,章节练习,57,临床医学综合-其他,229,综合复习题
9,章节练习,63,临床医学综合-实践综合,437,发热、咳嗽与咳痰、咯血、发绀、呼吸困难
9,章节练习,63,临床医学综合-实践综合,438,呼吸变化、语音震颤、叩诊音
9,章节练习,63,临床医学综合-实践综合,440,呼吸音、啰音、胸膜摩擦音
9,章节练习,63,临床医学综合-实践综合,441,水肿、胸痛、心悸、晕厥
9,章节练习,63,临床医学综合-实践综合,443,颈静脉怒张、心前区震颤、心界、心音、心音分裂、额外心音、心脏杂音、心包摩擦音、周围血管征
9,章节练习,63,临床医学综合-实践综合,445,消化系统、泌尿系统、血液系统、神经精神系统症状
9,章节练习,63,临床医学综合-实践综合,446,异常白带、阴道流血、外阴瘙痒
9,章节练习,63,临床医学综合-实践综合,472,综合复习题
9,章节练习,44,医学人文综合-医学心理学,7,绪论
9,章节练习,44,医学人文综合-医学心理学,41,医学心理学基础
9,章节练习,44,医学人文综合-医学心理学,69,心理卫生
9,章节练习,44,医学人文综合-医学心理学,106,心身疾病
9,章节练习,44,医学人文综合-医学心理学,133,心理评估
9,章节练习,44,医学人文综合-医学心理学,160,心理治疗
9,章节练习,44,医学人文综合-医学心理学,186,医患关系
9,章节练习,44,医学人文综合-医学心理学,210,患者的心理问题
9,章节练习,45,医学人文综合-医学伦理学,8,伦理学与医学伦理学
9,章节练习,45,医学人文综合-医学伦理学,42,医学伦理学基本原则与规范
9,章节练习,45,医学人文综合-医学伦理学,70,医疗人际关系伦理
9,章节练习,45,医学人文综合-医学伦理学,107,临床诊疗伦理
9,章节练习,45,医学人文综合-医学伦理学,146,临终关怀与死亡的伦理
9,章节练习,45,医学人文综合-医学伦理学,161,公共卫生伦理
9,章节练习,45,医学人文综合-医学伦理学,187,医学科研伦理
9,章节练习,45,医学人文综合-医学伦理学,211,医学新技术研究与应用的伦理
9,章节练习,45,医学人文综合-医学伦理学,234,医务人员的医学伦理素质的养成与行为规范
9,章节练习,43,医学人文综合-卫生法规,24,执业医师法
9,章节练习,43,医学人文综合-卫生法规,56,医疗机构管理条例及其实施细则
9,章节练习,43,医学人文综合-卫生法规,81,医疗事务处理条例
9,章节练习,43,医学人文综合-卫生法规,117,母婴保健法及其实施办法
9,章节练习,43,医学人文综合-卫生法规,147,传染病防治法
9,章节练习,43,医学人文综合-卫生法规,173,艾滋病防治条例
9,章节练习,43,医学人文综合-卫生法规,199,突发公共卫生事件应急条例
9,章节练习,43,医学人文综合-卫生法规,224,药品管理法
9,章节练习,43,医学人文综合-卫生法规,243,麻醉药品和精神药品管理条例
9,章节练习,43,医学人文综合-卫生法规,262,处方管理办法
9,章节练习,43,医学人文综合-卫生法规,280,献血法
9,章节练习,43,医学人文综合-卫生法规,290,侵权责任法（医疗损害责任）
9,章节练习,43,医学人文综合-卫生法规,304,放射诊疗管理规定
9,章节练习,43,医学人文综合-卫生法规,467,抗菌药物临床应用管理办法
9,章节练习,43,医学人文综合-卫生法规,468,医疗机构临床用血管理办法
9,章节练习,43,医学人文综合-卫生法规,469,精神卫生法
9,章节练习,43,医学人文综合-卫生法规,345,人体器官移植条例
9,章节练习,43,医学人文综合-卫生法规,470,疫苗流通和预防接种管理条例
12,强化练习,64,综合练习,944,综合练习
12,强化练习,67,基础医学,942,解剖学
12,强化练习,67,基础医学,526,生物化学
12,强化练习,67,基础医学,525,生理学
12,强化练习,67,基础医学,529,医学微生物学
12,强化练习,67,基础医学,946,医学免疫学
12,强化练习,67,基础医学,527,病理学
12,强化练习,67,基础医学,943,病理生理学
12,强化练习,67,基础医学,528,药理学
12,强化练习,68,预防医学,530,预防医学（A1型题）
12,强化练习,68,预防医学,880,预防医学（A1/A2型题）
12,强化练习,68,预防医学,881,预防医学（A2型题）
12,强化练习,68,预防医学,891,预防医学（A3/A4型题）
12,强化练习,68,预防医学,894,预防医学（B1型题）
12,强化练习,66,临床医学,509,呼吸系统（A1型题）
12,强化练习,66,临床医学,539,呼吸系统（A1/A2型题）
12,强化练习,66,临床医学,550,呼吸系统（A2型题）
12,强化练习,66,临床医学,870,呼吸系统（A3/A4型题）
12,强化练习,66,临床医学,883,呼吸系统（B1型题）
12,强化练习,66,临床医学,510,心血管系统（A1型题）
12,强化练习,66,临床医学,540,心血管系统（A1/A2型题）
12,强化练习,66,临床医学,551,心血管系统（A2型题）
12,强化练习,66,临床医学,871,心血管系统（A3/A4型题）
12,强化练习,66,临床医学,884,心血管系统（B1型题）
12,强化练习,66,临床医学,511,消化系统（A1型题）
12,强化练习,66,临床医学,541,消化系统（A1/A2型题1）
12,强化练习,66,临床医学,542,消化系统（A1/A2型题2）
12,强化练习,66,临床医学,552,消化系统（A2型题）
12,强化练习,66,临床医学,872,消化系统（A3/A4型题）
12,强化练习,66,临床医学,885,消化系统（B1型题）
12,强化练习,66,临床医学,512,泌尿系统（A1型题）
12,强化练习,66,临床医学,543,泌尿系统（A1/A2型题）
12,强化练习,66,临床医学,553,泌尿系统（A2型题）
12,强化练习,66,临床医学,873,泌尿系统（A3/A4型题）
12,强化练习,66,临床医学,886,泌尿系统（B1型题）
12,强化练习,66,临床医学,513,女性生殖系统（A1型题）
